"No.","Time","Source","Destination","Protocol","Length","Info"
"182","78.233976086","157.240.195.56","10.9.2.132","TLSv1.2","2728","Application Data, Application Data"
"183","78.338446646","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"184","78.350843000","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"185","78.501523136","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"186","78.520375525","157.240.195.56","10.9.2.132","TLSv1.2","1928","Application Data, Application Data"
"187","78.579015164","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"188","78.588184131","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"189","78.736886369","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"190","78.796381535","157.240.195.56","10.9.2.132","TLSv1.2","351","Application Data"
"191","78.835316617","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"192","78.841602638","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"193","78.989981097","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"194","79.063863196","157.240.195.56","10.9.2.132","TLSv1.2","367","Application Data"
"195","79.103644414","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"196","79.124833445","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"197","79.273364549","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"198","79.370835013","157.240.195.56","10.9.2.132","TLSv1.2","383","Application Data"
"199","79.417042634","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"200","79.424647238","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"201","79.573737314","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"202","79.677854853","157.240.195.56","10.9.2.132","TLSv1.2","367","Application Data"
"203","79.719984746","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"204","79.725439818","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"205","79.873746113","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"206","80.030148020","157.240.195.56","10.9.2.132","TLSv1.2","1944","Application Data, Application Data"
"207","80.083154423","10.9.2.132","157.240.195.56","TLSv1.2","164","Application Data"
"208","80.096094793","10.9.2.132","157.240.195.56","TLSv1.2","176","Application Data"
"209","80.245355363","157.240.195.56","10.9.2.132","TLSv1.2","163","Application Data"
"210","83.086950376","10.9.2.132","157.240.195.56","TLSv1.2","138","Application Data"
